node_id:int,node_label:int,node_name:string,userid:string,phone_number:string,phone_head:string,phone_length:string
128,1,Phone128,,40148B87C77CE45A4BDE0A2198DECFE6,139,11
129,1,Phone129,,34DDA721E04ADDF50820C43BF980626C,138,11
130,1,Phone130,,36E6A2035CC0A98B04B291942EC868B4,133,11
131,1,Phone131,,4BDB3E5A38559FF419240184E960F65E,153,11
132,1,Phone132,,B51EB6472691A78760DAD8224CCFD154,147,11
133,1,Phone133,,1299009386513E153C860EE9896A0C5D,138,11
134,1,Phone134,,171EBD790572A1FB04495E0C2C4AAAE5,135,11
135,1,Phone135,,B0724F480D812B58FE230828B735B32B,135,11
136,1,Phone136,,58289889213E3ED8158F15B4A328EC3B,134,11
137,1,Phone137,,C01FD9D6BB96155C2788292859C093F7,134,11
138,1,Phone138,,95C1EAE099E424B88A6A3611392033AB,133,11
139,1,Phone139,,AA8071EECF0741B4E6B9C35991C931D3,177,11
140,1,Phone140,,B98FF0127AAD5C26245C8A09F1F35799,130,11
141,1,Phone141,,E7EA9752710BBA18001950079BABCC60,158,11
142,1,Phone142,,512E7DA79F1E6D0F153B005BC911AAF2,139,11
143,1,Phone143,,9657D7E4A3D41F104477A42E35DCC135,130,11
144,1,Phone144,,2BEFEE6164068E8B2CF36F7E2B32FC46,158,11
145,1,Phone145,,8098C5AE99401DA7300E95E8B7BCEFDD,187,11
146,1,Phone146,,04B2ED2D16F4DD7AA43045C4A509275D,180,11
147,1,Phone147,,8020D2A414A81893C924DAA855E29CE3,051,12
148,1,Phone148,,B03AAECBCBBEC4BBC7D3EDFF6D59A557,189,11
149,1,Phone149,,12D745BF7A655504B3E5EA77470C851C,139,11
150,1,Phone150,,4F41E9157CCE1D62D98F9FB418266AE3,132,11
151,1,Phone151,,4A118E4CE0069EEDFC725031090DE8BE,132,11
152,1,Phone152,,4685E586B67B72EF04EC66A6EAA4632A,057,12
153,1,Phone153,,96F0902FC609D08D12A288567C8A7DB4,135,11
154,1,Phone154,,A1DFD28406E2E479904FBE714801B3A3,134,11
155,1,Phone155,,D8A298CD1A8500C234E25BD85B90CD2F,185,11
156,1,Phone156,,4EB54A69AA656139BF5826084E488925,176,11
157,1,Phone157,,7BCE6AC59A303BBCD4BEEBDF49415ACA,138,11
158,1,Phone158,,6F1C845ECC0EB90A6D15C53B21FE9BB4,139,11
159,1,Phone159,,91386C6D4F0B6FA60E5655C1C090FE75,183,11
160,1,Phone160,,2C771437FF3D810F74BDFD3F709A7EA3,139,11
161,1,Phone161,,8D5289A2C9296E7EB026F107BD8B10AC,051,12
162,1,Phone162,,DC10CE8DA6E9D945CB65035187B5F1A2,150,11
163,1,Phone163,,72C4CF55FDCD776955482E169F5F8E85,131,11
164,1,Phone164,,C233E8794BDA181A833258964DD277C0,185,11
165,1,Phone165,,C53A91B06795E90FFE9E57DDBF84A9E9,181,11
166,1,Phone166,,C928EC3D338B31EC13D2A2ACCDA38CB2,176,11
167,1,Phone167,,46A3914FE0B0CA63B2E0F7B9E1ED9A36,150,11
168,1,Phone168,,148019B625557F4541CBDE1C396CF72C,180,11
169,1,Phone169,,7F26C0E72C86DFF3ABDED36F912658C0,157,11
170,1,Phone170,,6EC3077E944110DB65D3C8F2B369BD8F,051,12
171,1,Phone171,,6B7BDF237FDBB2D3C4613FFAB16F3683,150,11
172,1,Phone172,,00998C6C357BF7CA4FCF064F7C6D2472,133,11
173,1,Phone173,,5743C51FE16D79A3BE51AA47C706AF7C,085,12
174,1,Phone174,,8823D14387F23D3303C6B7258261A0B6,138,11
175,1,Phone175,,379741F55FBEFFF9B6A4E9181CAAC1BD,153,11
176,1,Phone176,,788682BCEBDAA73E29DD162D7218E518,137,11
177,1,Phone177,,749AEC390855D47DCF65E73E54D97A95,137,11
178,1,Phone178,,87B62FCBF4289F7342927C3B01D62335,187,11
179,1,Phone179,,350A4990BFB57D1EE464BA224DD67291,180,11
180,1,Phone180,,38A9852133BFCF64EE0B435CFCBF6091,180,11
181,1,Phone181,,F3FCAB2684E017F58FB17E003BDC596E,139,11
182,1,Phone182,,E8B3797D51AE0FF66CC98740B53E1EA2,153,11
183,1,Phone183,,C2A49A786266B9FA768570CEA50BB0D3,136,11
184,1,Phone184,,5D19CF99DBA680E9044603670DDCCDA0,138,11
185,1,Phone185,,B8BFECB42F97B80C06935FEA655F25E0,151,11
186,1,Phone186,,4F7CAACC404D2E6723FFA6BF37C02B08,175,11
187,1,Phone187,,D566C67A148C208ACA958ECD687740C5,134,11
188,1,Phone188,,67D93842440C1C870EA405BB0D9FF502,136,11
189,1,Phone189,,9552845470EAFCFECDA3F48AA1A72E6C,151,11
190,1,Phone190,,1C0421EEB97248DAC68D31F23C5FE79A,139,11
191,1,Phone191,,BCCEC6D5D771063F632B9BAEB716E8B6,186,11
192,1,Phone192,,FA2177ECF93AED6DF45FC28973A43D39,177,11
193,1,Phone193,,229282F625026960220C3F50CBA9F92B,025,11
194,1,Phone194,,05123E305431264C28EDCD4994FC4260,132,11
195,1,Phone195,,FC49D28362A09AA7527707282174B9DE,025,11
196,1,Phone196,,900D4AB92048107E0930DD2AFC3BF033,503,7
197,1,Phone197,,4F46DBA5F83030BB51882876489ABCC8,055,11
198,1,Phone198,,DD0A434DB815C3AC085000D2FBE67D6C,150,11
199,1,Phone199,,BE4508AEB79C042060BE8DB2AB4159EA,021,11
200,1,Phone200,,F535CE8B6F303FC1D70F1C2DD785CC98,187,11
201,1,Phone201,,18FBC1695CF7892E50708E22A1205C77,055,11
202,1,Phone202,,327AC8C813E2807976236A4C2B0F9B8A,137,11
203,1,Phone203,,930907AA0C152D0FFA37284860C9ABEE,137,11
204,1,Phone204,,2634CED2DE11E077937FD2A428C89DD1,051,12
205,1,Phone205,,C838A68BDF107E4C3401EEFA5F0A1861,158,11
206,1,Phone206,,430307A3955921F9F584095AF1D38543,150,11
207,1,Phone207,,28C41BC0B16EE99E8375C820165ED937,135,11
208,1,Phone208,,50988E4B4A211F958F28C4C747B081C9,151,11
209,1,Phone209,,B5526EC67C687AE561C0DA6DBC794CD1,522,8
210,1,Phone210,,5D6EABE1B3C379A258CFE6419AA3B7B3,150,11
211,1,Phone211,,431791BBADF3B55BD117DCEDFE5D39F3,189,11
212,1,Phone212,,141989673D6A001BB9D60E1169F5E386,139,11
213,1,Phone213,,B11ED7E0D21FC75B331D618FEBE20572,150,11
214,1,Phone214,,A31DE06F06AC2B89D1781D574424F600,138,11
215,1,Phone215,,F5807ED57BAD9718C429A6350C0777CE,188,11
216,1,Phone216,,13FF80A048951C23ACDFED17BA120EB3,131,11
217,1,Phone217,,9F8316DDE36368BF1A11ABC88473E418,189,11
218,1,Phone218,,492F7F64E94378033CA74D6BCB9287FA,150,11
219,1,Phone219,,F07D1278B5C6567F20591228375E4F94,139,11
220,1,Phone220,,486DC7EAA9BF722243B1C8BB6C56CC11,133,11
221,1,Phone221,,95F47CC679C88C61C260001CD981D6CF,131,11
222,1,Phone222,,6D1AFB60ECD49793FC377CC90E4BA3F6,139,11
223,1,Phone223,,6F6F160EADBD552235E041463226A8ED,181,11
224,1,Phone224,,1EC325F8894396F82E3BEC013D04136D,138,11
225,1,Phone225,,4C60DD8604133B5865CC9DEE1498DAAC,188,11
226,1,Phone226,,29FE80509E9239E7A0C3D6215A005E07,139,11
227,1,Phone227,,0B62B1CC77A7BF23D9880CE7E9CB53EB,159,11
228,1,Phone228,,9D87246AC9A2DF74E4774D206A5D9DDD,139,11
229,1,Phone229,,66E115D845BC87EE89212CE2A3DF7D96,133,11
230,1,Phone230,,F648993D8809044FF97A463377332D14,189,11
231,1,Phone231,,6390175E906F273FEC336649C66152DD,159,11
232,1,Phone232,,A29A89F4E0A86E5D3542805B07C2AE76,136,11
233,1,Phone233,,EEA8F6ADE26EB3A766854B38E793D8F1,051,12
234,1,Phone234,,DC4C4C77917CEFFE6ACDD60CF49BC5D1,051,12
235,1,Phone235,,A5453B649B01EFB270184B7478F9AE20,136,11
236,1,Phone236,,A2E742216A7AD0B6384296BED0C50EA4,139,11
237,1,Phone237,,6A0750DB79086D34329FAAC4ADB6AD80,139,11
238,1,Phone238,,C6832400024751398614F2DBFA0F9E8F,159,11
239,1,Phone239,,C194C02040CC8A92700F371045ABC045,139,11
240,1,Phone240,,4311B9625AD1CDBA708019473E8C3646,051,12
241,1,Phone241,,DB69F64F29139FF3025A6047952696F0,188,11
242,1,Phone242,,6F7D44926C989057E38BBF0C5DF74856,138,11
243,1,Phone243,,E2AFC2E3E1E4A1098F7C1385B6D12340,051,12
244,1,Phone244,,95502FC0275A026CA82ABF4EC64FE440,182,11
245,1,Phone245,,03989EB45A6D6228EC4F708D2B88549F,138,11
246,1,Phone246,,35A36FDBC5C76777140EBCEEDCF7BC01,051,12
247,1,Phone247,,01FB8BCCA13BE7A5F650895EB3AF980D,025,11
248,1,Phone248,,0F7445777675054DE677A6F197C67C9F,051,12
249,1,Phone249,,73C9336E926031C6EF2079278F77A9CB,025,11
250,1,Phone250,,DA5C9A553D847F64589F44D6566AB859,132,11
251,1,Phone251,,10E2F8C5D55624C844857BD4551C51B6,139,11
252,1,Phone252,,749D37194CC1CACA53B787D8B13AF3EC,9,5
253,1,Phone253,,2BA5B1F9FC7409E85E3B26D812358856,131,11
254,1,Phone254,,1422CDFECC6086421EA14183A79431F2,159,11
255,1,Phone255,,F7BA1A186C51ED7D08B360FD64F19F32,137,11
256,1,Phone256,,1EA43B1D24634E07DE2534B54B39F277,186,11
257,1,Phone257,,DBAD252DF29C3120DE454D002F3C8661,189,11
258,1,Phone258,,33CB786F966614C41F8C04331AD8CF14,137,11
259,1,Phone259,,25010F24A1B8328AE8308EB84A9206B3,180,11
260,1,Phone260,,41DA4CAB86A85AA8C605A042AA72CFA1,180,11
261,1,Phone261,,DD5A6ED054C20067C3EDFC22E9E6D6B9,150,11
262,1,Phone262,,93498C4F1AF11360614DF2498D0FB72F,136,11
263,1,Phone263,,0056BF8362D8C1A66C8D2A4C5F2AED27,182,11
264,1,Phone264,,892B71EBD5D364181B660A714E108F5A,186,11
265,1,Phone265,,9A37541F02B0D277E8254801D6CE7FEE,138,11
266,1,Phone266,,7ED48B46A2ADE4AB15E8D01C9C921976,135,11
267,1,Phone267,,9E5C2A337799D68FCB6AB8FF24F51ABA,186,11
268,1,Phone268,,F15029C2B17BD6823D904C7790641698,185,11
269,1,Phone269,,6DF48746CCD6A5F9727E24307BDC7994,153,11
270,1,Phone270,,DE0AC483B52D8B807E1B3FB2EC0CE82B,051,12
271,1,Phone271,,2F1C50C6D38D6FF8ACC7058145B285C9,185,11
272,1,Phone272,,2160875442279E061672242D8438C74F,139,11
273,1,Phone273,,F2FE06210BDAF9752D78557EE640072D,139,11
274,1,Phone274,,9AADB7F851308975C1F90C6031E20E9A,159,11
275,1,Phone275,,49DAECE9FF30B3FEB045E78D0AE33C8B,137,11
276,1,Phone276,,C294FF1364175687EA0865AEF4EE05B4,139,11
277,1,Phone277,,EC815A8B042836AA5FC0AC4530E90DE0,139,11
278,1,Phone278,,4D181B7D0D135A454689AB29886497A1,136,11
279,1,Phone279,,27D7D77474236E1EF79C977E11F82A1F,186,11
280,1,Phone280,,125B513861C532A6B133B65F0910ECB3,136,11
281,1,Phone281,,87C6727E9F472D1EE0A20A392F539DE2,139,11
282,1,Phone282,,B547A6F55D565DE7AE731E8B50076346,138,11
283,1,Phone283,,DD34EDCE5D37270786DE764C0E72A15A,130,11
284,1,Phone284,,1ECA0D83639D21D35137A0500A052566,136,11
285,1,Phone285,,1E9FA1611CF1F1E15B678C21FC2AE7FD,186,11
286,1,Phone286,,CD178107EDDEEACC8F6E53022EEF9C5B,139,11
287,1,Phone287,,02F144DDFB96A19C8BB09DA16D6ED0D6,132,11
288,1,Phone288,,748D4CAD77D30B685FEC8C3A6BC0F24F,175,11
289,1,Phone289,,8A7CDF2178648A44318276C32470437D,137,11
290,1,Phone290,,43B83A64E779CF615C2B8438AE83F8AE,157,11
291,1,Phone291,,C1795466B5B16FAE29E03FD2E4A46755,137,11
292,1,Phone292,,FD9F91CDA2B09E7B7F1B234FA15C2FB0,139,11
293,1,Phone293,,CD740C833539FBB8DE0B6C1420038953,139,11
294,1,Phone294,,BCBB43EC532A01D649B4780C0509F719,135,11
295,1,Phone295,,057751E612EEDAA411A2D7E8B2B580D5,139,11
296,1,Phone296,,416C03CE8D33EA885B2BC45D2186C8AA,180,11
297,1,Phone297,,F64B1888DDC28D4E6F296915403CED53,139,11
298,1,Phone298,,71C481589F336EE3AA0846A066B4D211,159,11
299,1,Phone299,,7A9536D8F8032E07712BBA897B0F2FDF,132,11
300,1,Phone300,,C497EE4F83AAE907E3D9D10F2922B38F,139,11
301,1,Phone301,,9F42687A8FFCA8E094A4BE9CD5109FF6,189,11
302,1,Phone302,,90CC1539420A5653A698DBBC2383290D,138,11
303,1,Phone303,,047300B7CB4DBA9455F275F894A44765,177,11
304,1,Phone304,,FDEDE83A65470DD9343402B7354890FD,132,11
305,1,Phone305,,D7CF8893E996E5377252AF997C3B836A,189,11
306,1,Phone306,,EE34B1E8260FAD4EFE442C36189FEB03,136,11
307,1,Phone307,,3D53681478DE5C20F5624B049A5419B8,150,11
308,1,Phone308,,779AB1D6D121A38AE7054F2DDF6CA5C0,186,11
309,1,Phone309,,3022D5678A02CBC6C866DA610FF05BC0,052,12
310,1,Phone310,,71D995C3436C25B3072C590AC2F5DA34,139,11
311,1,Phone311,,BCABBFAD98D502698DE2D15F68C6DE3C,177,11
312,1,Phone312,,C3EAEE5C99389CD6F8DEE4B087CABA79,051,12
313,1,Phone313,,39A0D5058A433325DEFEFA2570D89465,130,11
314,1,Phone314,,746E1D859965D09EC1555B79F32FA5EB,131,11
315,1,Phone315,,B3CC5A5F333D4C3B4D734FF762F9AA98,181,11
316,1,Phone316,,DCE22A0F8A653F84A8E58510759A0E1D,173,11
317,1,Phone317,,6015573C8AA8EEC01A8528D43FE2F735,133,11
318,1,Phone318,,4B6EA8C59B112BAC5855A16E0B1A4F96,180,11
319,1,Phone319,,00B52B1BFF601B7627DD7A51044FA2C4,186,11
320,1,Phone320,,734688F535620BAF28B1865747F38697,138,11
321,1,Phone321,,D9461C7CC39553A0DA9263B1C0FB8D97,150,11
322,1,Phone322,,34734119B90A2D538E8FE4651B0DA505,133,11
323,1,Phone323,,438D8CCE7E2DC7DE98140DA6EB6EBD93,186,11
324,1,Phone324,,5FC864531B7BFBAAD410E63154C35A0A,137,11
325,1,Phone325,,66D7E21640A7633CB999C82B981F633D,135,11
326,1,Phone326,,C9933BD40824D254898297B8D73B9E67,158,11
327,1,Phone327,,B6C5DBFCA4D46A857F2E42B7740013E6,152,11
328,1,Phone328,,E1D864F28F7206AEDD2EC452A442F674,176,11
329,1,Phone329,,C5FF3DE8CE2D0B9CC899BBADF73CC170,187,11
330,1,Phone330,,42205BECF82A680DAB72C886294C1C50,130,11
331,1,Phone331,,6BAF82240AC7FE9BB3C2733C6558B10E,051,12
332,1,Phone332,,455E62A42944D72D76AA401AC58327D6,139,11
333,1,Phone333,,64105D8D19B6B6E7FAD3D73129361145,159,11
334,1,Phone334,,29F1D47AE9FC88753BFDB77BA7295BD9,153,11
335,1,Phone335,,EA13A3EFC3A43B2A9F3D5F55D50B990E,151,11
336,1,Phone336,,9395B6E4AD93FAC90946EB3C96538F16,158,11
337,1,Phone337,,04DA3861229DE0B318A053EF25A0F706,138,11
338,1,Phone338,,553E80E72222DFC4FF9B172BD44E11FE,137,11
339,1,Phone339,,A6FA8F904D91830323B43FBAD6D19031,137,11
340,1,Phone340,,EA213D3E546E6C0E02C47683FAF1C773,134,11
341,1,Phone341,,1FC0689A196AEEE855E1F503EEF3FFB6,138,11
342,1,Phone342,,32ADFAE4B982D05DD2387757C581A99E,139,11
343,1,Phone343,,3F611925E226D90639F94C927BF81A01,158,11
344,1,Phone344,,AF9665D6279D8A93D67EDC7D55DBEC8D,158,11
345,1,Phone345,,0002DF091E6ABBDBF9DC9D72D717A42A,183,11
346,1,Phone346,,15E91BCE8344A9730E615FCDE7D2E60A,130,11
347,1,Phone347,,963E3AF927F5FBDED141CB1F2E60B48E,153,11
348,1,Phone348,,E976C1AF46CBC5DB2CD6651E239CA680,138,11
349,1,Phone349,,3845DDB14533E51889C02FCBC38CEC78,159,11
350,1,Phone350,,B947183B43C9D921756755CB7072C7BD,152,11
351,1,Phone351,,02048CDE868CFF145AE0148BD057FF99,130,11
352,1,Phone352,,5CDBFAEE6E1D76067E4EE5FA74ECEC68,134,11
353,1,Phone353,,528E4F13A73904655AB4455FDE79A240,051,12
354,1,Phone354,,70B168EEFCA0A0B5762C428E767AD5C2,180,11
355,1,Phone355,,4E01A76011678D612D580F973B450E76,152,11
356,1,Phone356,,3E1ADD93F56FFE033D882DA87112D51C,187,11
357,1,Phone357,,AFBFDF47735935264CDBF0BA657B212A,188,11
358,1,Phone358,,55849CE5E5AB0027BD212D2169A58E4F,157,11
359,1,Phone359,,746D115AC2B2FE7B0173F2385C71E65F,183,11
360,1,Phone360,,52DDB9AC212232684AC1A5A501A0B220,133,11
361,1,Phone361,,A4632618ADC52DE1D8A5D6FFE07F567A,189,11
362,1,Phone362,,10895850619BF9DEE8239544086E4C82,155,11
363,1,Phone363,,8096E197EB59167C7A45A7E38DC26F56,137,11
364,1,Phone364,,C189509F0BC4C6FBF105F90FA668690C,181,11
365,1,Phone365,,388C5D4C0EE6C6943B6EF86519E6EFEB,171,11
366,1,Phone366,,C723E03A1165043AA3B8BF03F0BB8A99,051,12
367,1,Phone367,,62432B40D380F93F8A7AE8B8D22D0666,135,11
368,1,Phone368,,0C20F85C3C6ABF0691E70FC815ECA571,130,11
369,1,Phone369,,01E74ADE1B62F77EDD95DDB1FDCFB758,139,11
370,1,Phone370,,4D76F96E4288C0416D8756005ADD3620,139,11
371,1,Phone371,,359533CC2293702EC9385727CBF46E9D,858,8
372,1,Phone372,,594F2292FD8EB7B3DD32FF0A429BD9D1,138,11
373,1,Phone373,,C7147D3520C3CB15C13B45B5CA93EA1F,139,11
374,1,Phone374,,62521C5D62994296A430F26767DDAE23,137,11
375,1,Phone375,,C015AE4387AA023390924F458018F8D7,187,11
376,1,Phone376,,6C291500DED6846FC891B6A10F5EC5C8,137,11
377,1,Phone377,,8DC09C6A5D45EDB5873504F41A747078,025,11
378,1,Phone378,,893A6348BB7583733195DE618C6D7442,187,11
379,1,Phone379,,444F544E823DE3224098FEB6565963BB,025,11
380,1,Phone380,,349C4FFE41463095F1F8FC3A808AE3CB,136,11
381,1,Phone381,,61E375D825F057E6AC8594583BB7924A,131,11
382,1,Phone382,,B967A71D1149BC91EF6D9CBE43E3DF2C,130,11
383,1,Phone383,,247BB0CAC296BFE7FD6ABBB54461EC0F,159,11
384,1,Phone384,,254FFC36D5A9BEC906AEE837B590D64B,131,11
385,1,Phone385,,7576D1EA360591CC9E7D65AE9D1AFE18,131,11
386,1,Phone386,,6CA6555F1B8796BE6770F765B9059B22,150,11
387,1,Phone387,,23C19262A19E10FDD3257D5FA166D001,159,11
388,1,Phone388,,30A74FCEC52D52FDFC9CBA685059F978,130,11
389,1,Phone389,,9FCE9BEF6E986C6A5506808CEB00EB5D,139,11
390,1,Phone390,,E08F1D5CE7AB6648F812E4A71B7896CF,139,11
391,1,Phone391,,45DC82F9DF16CAEE8EC049F08F0BACE4,137,11
392,1,Phone392,,DE5AFF37D1993392D6EE3A8DDF51E669,158,11
393,1,Phone393,,3F0C88DFD18A6E9FC540B3966F2AC6CC,133,11
394,1,Phone394,,8F31D3E366D26DAF1FE3A4A08FF94781,159,11
395,1,Phone395,,220D2A21E1A55A80F1CEFA9C41CA33F9,138,11
396,1,Phone396,,F41D173F7E3F44B499161DCA12FABA7B,139,11
397,1,Phone397,,0D8E04FDD443645DE1E67E2C85E61BF7,139,11
398,1,Phone398,,C78C3DBC307E364E42B2E5ACD273BFD5,133,11
399,1,Phone399,,AA1B92A214C0B66DA36A4FB3B20A28D2,158,11
400,1,Phone400,,7E03407E9A1B4F967D61B3745C1C5170,139,11
401,1,Phone401,,4A09D10DA3708110080BC10405942737,130,11
402,1,Phone402,,97CE897411D928CD0B307EBF500CF228,186,11
403,1,Phone403,,D1E04C3CD1736191AD8914C20C391F4E,136,11
404,1,Phone404,,26A2CC3F22CF64791772D6D35877A544,136,11
405,1,Phone405,,8BA790AC6819B43705B8A213E6B4A7DF,135,11
406,1,Phone406,,5E7C7FBEBA55C7CDC36AC1616419D8D6,130,11
407,1,Phone407,,C2FD77006B724699EB1AE56B5BF49C6C,132,11
408,1,Phone408,,01BA7F10947CE0B9A7D0A38BE9A7991B,153,11
409,1,Phone409,,818FDA09245B4899718B1B80FF994151,400,10
410,1,Phone410,,6F5FD10872DFCA25731C6B0CEB08C76D,025,11
411,1,Phone411,,9B0D0FD0D61FCE8A1F155F101B3230B3,1,5
412,1,Phone412,,D067E6EF3B96747ABDFDF62656DAF904,151,11
413,1,Phone413,,B65DEF70C3974A6F5578282761667D52,010,11
414,1,Phone414,,84AC9B509B5DB8F34EFAB79594C0F282,189,11
415,1,Phone415,,0BB1D220215D416AD858769D216F344D,189,11
416,1,Phone416,,55CDB37A4FB706AC962574B434B62B57,052,12
417,1,Phone417,,A41EE878646AED14093AA518069DD130,175,11
418,1,Phone418,,88318612F4AA6B31B45F7061C286A21B,136,11
419,1,Phone419,,1DAB434EA281241DA399F9DB40134425,182,11
420,1,Phone420,,518271AEBC8DC0EC523EBB9F313C3AAB,187,11
421,1,Phone421,,45981DF893C35C4F2A3ED89B2D4FE578,025,11
422,1,Phone422,,0CC2B7D0F7C931544EAAA8173BBE3839,189,11
423,1,Phone423,,5055F72FBFA9060FC6414EA07E749A13,134,11
424,1,Phone424,,D5FFAC686AFF54B958CE295763CF70F5,151,11
425,1,Phone425,,962A58E89A61450EE458B4E8F2E50ACB,173,11
426,1,Phone426,,79AB3E7A3F44AFB81FF09DEAAB76CC14,155,11
427,1,Phone427,,EA258F700869E64B65D9143196907984,185,11
428,1,Phone428,,A057DB4EAF1FF535A89CCC6BBDBA595B,156,11
429,1,Phone429,,554741BE564BE17F001277741CCDE2CF,131,11
430,1,Phone430,,668F50395C70654D983CB0CE244D3923,139,11
431,1,Phone431,,A5F968502F71A8D8AC70AFDAAA943EE2,139,11
432,1,Phone432,,746DE9A27D7DB0B88973EC5A26F0922D,138,11
433,1,Phone433,,664E4646FBFDE5333EA07F33AA463EFE,150,11
434,1,Phone434,,B2622FDB42A5BED3C8BE5955C864A1E0,152,11
435,1,Phone435,,FD646003B0C063B219DF157567403C4D,177,11
436,1,Phone436,,342FAF36B8F05AE0EFF11C130BC7407A,153,11
437,1,Phone437,,1E8C18FA32165CBFDABA06E1BA12C510,139,11
438,1,Phone438,,C9606A24B3E1F67830B65E431BC9BC53,136,11
