edge_id:int,source_node_id:int,target_node_id:int,label_id:int,type:string,call_duration:string,call_in_out:string
276,1652,4,0,1,24,1
277,417,4,0,1,34,1
278,4598,4,0,1,112,1
279,850,4,0,1,15,1
280,417,4,0,1,56,1
281,849,4,0,1,62,1
282,1597,4,0,1,79,1
283,1876,4,0,1,32,1
284,1382,4,0,1,17,1
285,850,4,0,1,10,1
286,1382,4,0,1,8,1
287,4911,4,0,1,26,1
288,847,4,0,1,13,1
289,540,4,0,1,41,1
290,3689,4,0,1,65,1
291,1381,4,0,1,70,1
292,850,4,0,1,11,1
293,848,4,0,1,13,1
294,4347,4,0,1,9,1
295,1381,4,0,1,12,1
296,1382,4,0,1,26,1
297,420,4,0,1,20,1
298,1596,4,0,1,49,1
299,417,4,0,1,58,1
300,1596,4,0,1,18,1
301,1652,4,0,1,36,1
302,3916,4,0,1,1,1
303,1596,4,0,1,85,1
304,1382,4,0,1,39,1
305,540,4,0,1,15,1
306,849,4,0,1,14,1
307,5485,4,0,1,46,1
308,1382,4,0,1,30,1
309,540,4,0,1,48,1
310,3638,4,0,1,73,1
311,1600,4,0,1,37,1
312,417,4,0,1,13,1
313,4911,4,0,1,11,1
314,417,4,0,1,37,1
315,1382,4,0,1,50,1
316,1596,4,0,1,5,1
317,850,4,0,1,14,1
318,422,4,0,1,32,1
319,1596,4,0,1,30,1
320,539,4,0,1,9,1
321,417,4,0,1,31,1
322,849,4,0,1,8,1
323,1597,4,0,1,56,1
324,1807,4,0,1,13,1
325,1807,4,0,1,13,1
326,1382,4,0,1,36,1
327,417,4,0,1,22,1
328,1381,4,0,1,12,1
329,848,4,0,1,118,1
330,417,4,0,1,64,1
331,1382,4,0,1,14,1
332,1596,4,0,1,30,1
333,1600,4,0,1,32,1
334,4343,4,0,1,18,1
335,4347,4,0,1,18,1
336,850,4,0,1,24,1
337,850,4,0,1,10,1
338,418,4,0,1,24,1
339,849,4,0,1,23,1
340,3638,4,0,1,51,1
341,417,4,0,1,241,1
342,1382,4,0,1,16,1
343,420,4,0,1,192,1
344,1598,4,0,1,12,1
345,422,4,0,1,14,1
346,850,4,0,1,12,1
347,421,4,0,1,74,1
348,3916,4,0,1,25,1
349,1876,4,0,1,56,1
350,3916,4,0,1,16,1
351,1596,4,0,1,26,1
352,850,4,0,1,15,1
353,1596,4,0,1,13,1
354,3609,4,0,1,14,1
355,848,4,0,1,42,1
356,850,4,0,1,16,1
357,1598,4,0,1,24,1
358,3916,4,0,1,12,1
359,850,4,0,1,14,1
360,1600,4,0,1,43,1
361,1596,4,0,1,58,1
362,1381,4,0,1,12,1
363,1382,4,0,1,41,1
364,417,4,0,1,33,1
365,1381,4,0,1,26,1
366,1596,4,0,1,45,1
367,420,4,0,1,31,1
368,1596,4,0,1,16,1
369,1596,4,0,1,16,1
370,1382,4,0,1,45,1
371,849,4,0,1,43,1
372,1807,4,0,1,56,1
373,1382,4,0,1,18,1
374,4987,4,0,1,42,1
375,3610,4,0,1,41,1
376,850,4,0,1,14,1
377,850,4,0,1,18,1
378,1381,4,0,1,39,1
379,1598,4,0,1,18,1
380,849,4,0,1,42,1
381,1597,4,0,1,31,1
382,421,4,0,1,38,1
383,420,4,0,1,93,1
384,540,4,0,1,47,1
385,420,4,0,1,15,1
386,850,4,0,1,15,1
387,1596,4,0,1,23,1
388,1382,4,0,1,34,1
389,850,4,0,1,30,1
390,1381,4,0,1,18,1
391,1382,4,0,1,11,1
392,417,4,0,1,23,1
393,418,4,0,1,18,1
394,848,4,0,1,20,1
395,4376,4,0,1,92,1
396,540,4,0,1,8,1
397,833,4,0,1,16,1
398,418,4,0,1,15,1
399,417,4,0,1,56,1
400,417,4,0,1,51,1
401,417,4,0,1,40,1
402,2768,5,0,1,35,1
403,2473,5,0,1,39,1
404,2277,5,0,1,192,1
405,2038,5,0,1,13,1
406,2350,5,0,1,18,1
407,2275,5,0,2,34,1
408,2309,5,0,1,171,1
409,2947,5,0,1,25,1
410,2277,5,0,2,29,1
411,1978,5,0,1,484,1
412,2038,5,0,1,85,1
413,2485,5,0,1,107,1
414,2475,5,0,1,33,1
415,2474,5,0,1,73,1
416,2038,5,0,1,85,1
417,2038,5,0,1,49,1
418,2038,5,0,1,94,1
419,2277,5,0,1,54,1
420,2261,5,0,1,201,1
421,2038,5,0,1,174,1
422,2473,5,0,1,73,1
423,2261,5,0,1,5,1
424,2473,5,0,1,43,1
425,2276,5,0,2,9,1
426,2275,5,0,2,19,1
427,2475,5,0,1,40,1
428,2475,5,0,1,8,1
429,2277,5,0,1,31,1
430,2038,5,0,1,45,1
431,2038,5,0,1,167,1
432,2150,5,0,1,27,1
433,2038,5,0,1,17,1
434,2475,5,0,1,8,1
435,2473,5,0,1,89,1
436,2308,5,0,1,219,1
437,3051,5,0,1,124,1
438,2199,6,0,1,11,1
439,2663,6,0,1,26,1
440,2345,6,0,1,57,1
441,2345,6,0,1,53,1
442,2665,6,0,1,184,1
443,2310,6,0,1,74,1
444,2480,6,0,1,10,1
445,2345,6,0,1,88,1
446,2345,6,0,1,22,1
447,1428,6,0,1,18,1
448,2109,6,0,1,162,1
449,2345,6,0,1,50,1
450,2721,6,0,1,23,1
451,2964,6,0,1,20,1
452,2404,6,0,1,242,1
453,2517,6,0,1,99,1
454,2108,6,0,1,12,1
455,2957,6,0,1,9,1
456,2490,6,0,1,12,1
457,2167,6,0,1,10,1
458,2722,6,0,1,163,1
459,2518,6,0,1,696,1
460,2405,6,0,1,17,1
461,2518,6,0,1,336,1
462,2518,6,0,1,131,1
463,3369,6,0,1,273,1
464,662,6,0,1,25,1
465,2343,6,0,1,468,1
466,2108,6,0,1,38,1
467,2965,6,0,1,16,1
468,2345,6,0,1,221,1
469,2815,6,0,1,182,1
470,2345,6,0,1,30,1
471,2661,6,0,1,12,1
472,2345,6,0,1,120,1
473,2345,6,0,1,107,1
474,2855,6,0,1,26,1
475,2721,6,0,1,8,1
476,2761,6,0,1,6,1
477,2481,6,0,1,81,1
478,2108,6,0,1,55,1
479,2921,6,0,1,22,1
480,2225,6,0,1,22,1
481,2924,6,0,1,58,1
482,2501,6,0,1,19,1
483,2561,6,0,1,338,1
484,2226,6,0,1,26,1
485,2110,6,0,1,91,1
486,2481,6,0,1,80,1
487,2786,6,0,1,14,1
488,2310,6,0,1,2,1
489,2344,6,0,1,68,1
490,2108,6,0,1,38,1
491,2787,6,0,1,5,1
492,3188,6,0,1,10,1
493,2310,6,0,1,44,1
494,2518,6,0,1,81,1
495,2846,6,0,1,10,1
496,2923,6,0,1,31,1
497,2108,6,0,1,17,1
498,2345,6,0,1,28,1
499,2108,6,0,1,139,1
500,2762,6,0,1,13,1
501,2560,6,0,1,15,1
502,153,7,0,1,46,1
503,154,7,0,1,13,1
504,3626,7,0,1,190,1
505,617,7,0,1,477,1
506,153,7,0,1,24,1
507,153,7,0,1,11,1
508,153,7,0,1,12,1
509,1529,7,0,1,38,1
510,4111,7,0,1,44,1
511,211,7,0,1,47,1
512,617,7,0,1,889,1
513,153,7,0,1,22,1
514,4138,7,0,1,128,1
515,4135,7,0,1,1624,1
516,153,7,0,1,32,1
517,1395,7,0,1,76,1
518,3626,7,0,1,64,1
519,3909,7,0,1,78,1
520,238,7,0,1,73,1
521,153,7,0,1,11,1
522,5367,7,0,1,20,1
523,1529,7,0,1,21,1
524,3652,7,0,1,296,1
525,3942,7,0,1,82,1
526,3908,7,0,1,29,1
527,3955,7,0,1,21,1
528,4983,7,0,1,19,1
529,238,7,0,1,106,1
530,238,7,0,1,54,1
531,153,7,0,1,159,1
532,210,7,0,1,105,1
533,153,7,0,1,46,1
534,470,7,0,1,20,1
535,1376,7,0,1,24,1
536,211,7,0,1,18,1
537,153,7,0,1,32,1
538,1530,7,0,1,70,1
539,3908,7,0,1,105,1
540,238,7,0,1,201,1
541,254,7,0,1,26,1
542,4428,7,0,1,180,1
543,4110,7,0,1,34,1
544,3652,7,0,1,19,1
545,153,7,0,1,29,1
546,1085,7,0,1,44,1
547,153,7,0,1,14,1
548,469,7,0,1,499,1
549,238,7,0,1,74,1
550,618,7,0,1,110,1
551,4145,7,0,1,47,1
552,153,7,0,1,16,1
553,152,7,0,1,11,1
554,1529,7,0,1,135,1
555,4139,7,0,1,17,1
556,1377,7,0,1,48,1
557,3727,7,0,1,59,1
558,4110,7,0,1,95,1
559,153,7,0,1,5,1
560,211,7,0,1,64,1
561,4137,7,0,1,221,1
562,1529,7,0,1,65,1
563,1394,7,0,1,29,1
564,153,7,0,1,23,1
565,3943,7,0,1,16,1
566,3907,7,0,1,61,1
567,4068,7,0,1,37,1
568,238,7,0,1,40,1
569,153,7,0,1,13,1
570,1393,7,0,1,272,1
571,618,7,0,1,598,1
572,5488,7,0,1,53,1
573,4137,7,0,1,147,1
574,165,7,0,1,15,1
575,1529,7,0,1,7,1
576,153,7,0,1,8,1
577,3908,7,0,1,61,1
578,689,7,0,1,154,1
579,153,7,0,1,118,1
580,5237,7,0,1,1335,1
581,153,7,0,1,37,1
582,153,7,0,1,68,1
583,153,7,0,1,25,1
584,3652,7,0,1,170,1
585,1530,7,0,1,92,1
586,211,7,0,1,11,1
587,153,7,0,1,24,1
588,5375,7,0,1,91,1
589,4681,7,0,1,7,1
590,618,7,0,1,31,1
591,238,7,0,1,44,1
592,4428,7,0,1,198,1
593,153,7,0,1,11,1
594,470,7,0,1,18,1
595,899,7,0,1,13,1
596,255,7,0,1,31,1
597,469,7,0,1,39,1
598,4137,7,0,1,25,1
599,164,7,0,1,8,1
600,2483,8,0,1,50,1
601,2454,8,0,1,14,1
602,2170,8,0,1,34,1
603,2455,8,0,1,182,1
604,2455,8,0,1,254,1
605,2454,8,0,1,16,1
606,2088,8,0,1,46,1
607,2454,8,0,1,69,1
608,117,8,0,1,16,1
609,2454,8,0,1,44,1
610,2455,8,0,1,579,1
611,2095,8,0,1,692,1
612,117,8,0,1,40,1
613,2454,8,0,1,29,1
614,2068,8,0,1,179,1
615,2095,8,0,1,76,1
616,2095,8,0,1,283,1
617,2454,8,0,1,41,1
618,2068,8,0,1,75,1
619,2455,8,0,1,229,1
620,2454,8,0,1,68,1
621,2068,8,0,1,5,1
622,117,8,0,1,15,1
623,2415,8,0,1,14,1
624,2240,8,0,1,1218,1
625,2454,8,0,1,59,1
626,117,8,0,1,56,1
627,2454,8,0,1,138,1
628,2095,8,0,1,434,1
629,2095,8,0,1,66,1
630,2483,8,0,1,38,1
631,2149,8,0,1,44,1
632,2455,8,0,1,176,1
633,2149,8,0,1,33,1
634,2454,8,0,1,64,1
635,2068,8,0,1,340,1
636,2848,8,0,1,22,1
637,2149,8,0,1,25,1
638,2095,8,0,3,83,1
639,2454,8,0,1,161,1
640,2068,8,0,1,100,1
641,2095,8,0,1,87,1
642,2454,8,0,1,505,1
643,2711,8,0,1,9,1
644,2095,8,0,1,92,1
645,2454,8,0,1,284,1
646,117,8,0,1,3,1
647,2170,8,0,1,73,1
648,2454,8,0,1,69,1
649,2149,8,0,1,229,1
650,2937,8,0,1,165,1
651,2454,8,0,1,43,1
652,2170,8,0,1,129,1
653,2068,8,0,1,384,1
654,2454,8,0,1,564,1
655,2454,8,0,1,416,1
656,2095,8,0,1,453,1
657,2095,8,0,1,31,1
658,117,8,0,1,42,1
659,2455,8,0,1,11,1
660,2629,9,0,3,1,1
661,2096,9,0,1,74,1
662,1999,9,0,1,28,1
663,2177,9,0,1,175,1
664,371,9,0,1,38,1
665,2146,9,0,1,33,1
666,2607,9,0,1,15,1
667,2096,9,0,1,76,1
668,1999,9,0,1,82,1
669,375,9,0,1,41,1
670,375,9,0,1,9,1
671,1967,9,0,1,45,1
672,2177,9,0,1,973,1
673,2178,9,0,1,864,1
674,2158,9,0,1,16,1
675,2096,9,0,1,161,1
676,1967,9,0,1,33,1
677,1999,9,0,1,16,1
678,2096,9,0,1,97,1
679,2127,9,0,1,93,1
680,2076,9,0,1,79,1
681,1999,9,0,1,21,1
682,1999,9,0,1,35,1
683,2127,9,0,1,67,1
684,2125,9,0,1,227,1
685,375,9,0,1,25,1
686,375,9,0,1,31,1
687,375,9,0,1,21,1
688,375,9,0,1,78,1
689,2125,9,0,1,522,1
690,375,9,0,1,19,1
691,2003,9,0,1,23,1
692,1999,9,0,1,36,1
693,375,9,0,1,38,1
694,2127,9,0,1,113,1
695,375,9,0,1,446,1
696,2126,9,0,1,12,1
697,1967,9,0,1,68,1
698,2125,9,0,1,38,1
699,1967,9,0,1,36,1
700,371,9,0,1,919,1
701,375,9,0,1,53,1
702,375,9,0,1,23,1
703,1999,9,0,1,46,1
704,375,9,0,1,13,1
705,2076,9,0,1,515,1
706,2096,9,0,1,79,1
707,2000,9,0,1,250,1
708,1999,9,0,1,40,1
709,1999,9,0,1,89,1
710,375,9,0,1,25,1
711,2607,9,0,1,14,1
712,2148,9,0,1,25,1
713,371,9,0,1,112,1
714,1999,9,0,1,70,1
715,2177,9,0,1,26,1
716,375,9,0,1,156,1
717,375,9,0,1,24,1
718,2076,9,0,1,1224,1
719,375,9,0,1,37,1
720,375,9,0,1,94,1
721,2002,9,0,1,161,1
722,2004,9,0,1,42,1
723,2124,9,0,1,40,1
724,2002,9,0,1,132,1
725,3358,9,0,1,56,1
726,1999,9,0,1,78,1
727,2207,10,0,1,18,1
728,3101,10,0,1,45,1
729,2207,10,0,1,7,1
730,2545,10,0,1,16,1
731,2207,10,0,1,21,1
732,2207,10,0,1,7,1
733,2551,10,0,1,8,1
734,2859,10,0,1,169,1
735,2860,10,0,1,18,1
736,2207,10,0,1,82,1
737,2292,10,0,1,91,1
738,2548,10,0,1,13,1
739,2206,10,0,1,421,1
740,3101,10,0,1,20,1
741,2547,10,0,1,1,1
742,2550,10,0,1,30,1
743,2651,10,0,1,54,1
744,2546,10,0,1,85,1
745,2544,10,0,1,47,1
746,2545,10,0,1,40,1
747,2206,10,0,1,39,1
748,2294,10,0,1,21,1
749,2207,10,0,1,14,1
750,2207,10,0,1,142,1
751,2545,10,0,1,11,1
752,2545,10,0,1,83,1
753,3101,10,0,1,32,1
754,2293,10,0,1,75,1
755,2550,10,0,1,30,1
756,2547,10,0,1,9,1
757,3031,10,0,1,274,1
758,2207,10,0,1,17,1
759,2207,10,0,1,16,1
760,2293,10,0,1,9,1
761,2651,10,0,1,94,1
762,2207,10,0,1,60,1
763,2864,10,0,1,42,1
764,2866,10,0,1,29,1
765,2294,10,0,1,19,1
766,2206,10,0,1,128,1
767,2860,10,0,1,35,1
768,2207,10,0,1,60,1
769,2292,10,0,1,45,1
770,2207,10,0,1,238,1
771,2859,10,0,1,84,1
772,2545,10,0,1,18,1
773,2545,10,0,1,15,1
774,3253,10,0,1,55,1
775,2207,10,0,1,59,1
776,2207,10,0,1,31,1
777,3030,10,0,1,28,1
778,2860,10,0,1,11,1
779,3101,10,0,1,95,1
780,2545,10,0,1,53,1
781,2545,10,0,1,23,1
782,2292,10,0,1,15,1
783,2207,10,0,1,30,1
784,2546,10,0,1,74,1
785,2549,10,0,1,23,1
786,2859,10,0,1,138,1
787,2546,10,0,1,21,1
788,2207,10,0,1,46,1
789,2207,10,0,1,13,1
790,3307,10,0,1,43,1
791,2207,10,0,1,27,1
792,2207,10,0,1,16,1
793,2207,10,0,1,15,1
794,3101,10,0,1,90,1
795,2206,10,0,1,223,1
796,2207,10,0,1,31,1
797,2292,10,0,1,24,1
798,2207,10,0,1,129,1
799,2292,10,0,1,13,1
800,3031,10,0,1,32,1
801,2207,10,0,1,35,1
802,2551,10,0,1,21,1
803,2549,10,0,1,9,1
804,2207,10,0,1,30,1
805,2207,10,0,1,14,1
806,2207,10,0,1,103,1
807,2292,10,0,1,12,1
808,2294,10,0,1,81,1
809,2207,10,0,1,26,1
810,2550,10,0,1,34,1
811,2207,10,0,1,24,1
812,2292,10,0,1,14,1
813,2207,10,0,1,28,1
814,2207,10,0,1,25,1
815,2860,10,0,1,129,1
816,2292,10,0,1,10,1
817,2207,10,0,1,70,1
818,2207,10,0,1,12,1
819,1432,11,0,1,7,1
820,236,11,0,1,441,1
821,235,11,0,1,10,1
822,235,11,0,1,100,1
823,3789,11,0,1,13,1
824,4413,11,0,1,23,1
825,5182,11,0,1,12,1
826,235,11,0,1,119,1
827,4804,11,0,1,10,1
828,5561,11,0,1,46,1
829,4940,11,0,1,10,1
830,411,11,0,1,6,1
831,1125,11,0,1,14,1
832,646,11,0,1,64,1
833,235,11,0,1,27,1
834,788,11,0,1,85,1
835,5452,11,0,1,13,1
836,406,11,0,1,41,1
837,534,11,0,1,23,1
838,4395,11,0,1,12,1
839,1698,11,0,1,37,1
840,1834,11,0,1,1,1
841,235,11,0,1,46,1
842,406,11,0,1,34,1
843,534,11,0,1,56,1
844,536,11,0,1,23,1
845,536,11,0,1,18,1
846,235,11,0,1,182,1
847,405,11,0,1,33,1
848,536,11,0,1,12,1
849,4077,11,0,1,47,1
850,1602,11,0,1,19,1
851,235,11,0,1,40,1
852,646,11,0,1,104,1
853,4433,11,0,1,27,1
854,537,11,0,1,15,1
855,1695,11,0,1,26,1
856,410,11,0,1,82,1
857,4628,11,0,1,22,1
858,235,11,0,1,25,1
859,536,11,0,1,7,1
860,790,11,0,1,26,1
861,1777,11,0,1,61,1
862,236,11,0,1,577,1
863,1124,11,0,1,16,1
864,1905,11,0,1,26,1
865,646,11,0,1,54,1
866,4746,11,0,1,17,1
867,646,11,0,1,137,1
868,235,11,0,1,544,1
869,1121,11,0,1,2,1
870,409,11,0,1,34,1
871,235,11,0,1,81,1
872,1777,11,0,1,26,1
873,535,11,0,1,153,1
874,1833,11,0,1,9,1
875,4624,11,0,1,10,1
876,407,11,0,1,25,1
877,235,11,0,1,14,1
878,4764,11,0,1,37,1
879,536,11,0,1,67,1
880,4446,11,0,1,13,1
881,5559,11,0,1,11,1
882,4627,11,0,1,20,1
883,536,11,0,1,60,1
884,3863,11,0,1,7,1
885,5181,11,0,1,14,1
886,4081,11,0,1,11,1
887,1777,11,0,1,33,1
888,236,11,0,1,122,1
889,415,11,0,1,25,1
890,1832,11,0,1,87,1
891,407,11,0,1,28,1
892,1467,11,0,1,71,1
893,4080,11,0,1,145,1
894,535,11,0,1,15,1
895,404,11,0,1,17,1
896,534,11,0,1,50,1
897,645,11,0,1,8,1
898,235,11,0,1,176,1
899,4765,11,0,1,14,1
900,3708,11,0,1,13,1
901,235,11,0,1,83,1
902,1120,11,0,1,1621,1
903,1776,11,0,1,18,1
904,5453,11,0,1,21,1
905,4763,11,0,1,119,1
906,536,11,0,1,36,1
907,3706,11,0,1,29,1
908,5452,11,0,1,20,1
909,1665,11,0,1,11,1
910,536,11,0,1,17,1
911,534,11,0,1,103,1
912,410,11,0,1,226,1
913,1777,11,0,1,439,1
914,4625,11,0,1,10,1
915,1694,11,0,1,133,1
916,4411,11,0,1,9,1
917,536,11,0,1,2,1
918,414,11,0,1,44,1
919,535,11,0,2,27,1
920,235,11,0,1,13,1
921,3709,11,0,1,9,1
922,235,11,0,1,32,1
923,235,11,0,1,13,1
924,1697,11,0,1,69,1
925,1123,11,0,1,7,1
926,1604,11,0,1,56,1
927,4802,11,0,1,17,1
928,4803,11,0,1,8,1
929,536,11,0,1,223,1
930,406,11,0,1,19,1
931,536,11,0,1,121,1
932,5058,11,0,1,25,1
933,1835,11,0,1,15,1
934,4410,11,0,1,27,1
935,535,11,0,1,71,1
936,3707,11,0,1,17,1
937,646,11,0,1,1800,1
938,4078,11,0,1,17,1
939,3789,11,0,1,31,1
940,5057,11,0,1,25,1
941,1120,11,0,1,16,1
942,404,11,0,1,144,1
943,535,11,0,1,50,1
944,536,11,0,1,56,1
945,5453,11,0,1,12,1
946,407,11,0,1,19,1
947,534,11,0,2,83,1
948,787,11,0,1,127,1
